"pid","gene","genes"
"Q9QZX7","Srr","Srr"
"Q9QZZ4","Myo15a","Myo15a Myo15"
"Q9QZZ6","Dpt","Dpt"
"Q9R001","Adamts5","Adamts5"
"Q9R002","Ifi202","Ifi202 Ifi202a Ifi202b"
"Q9R007","Clec5a","Clec5a Clecsf5 Mdl1"
"Q9R016","Naip5","Naip5 Birc1e Naip-rs3"
"Q9R049","Amfr","Amfr"
"Q9R053","Scn11a","Scn11a Nan Nat Sns2"
"Q9R059","Fhl3","Fhl3"
"Q9R060","Nubp1","Nubp1"
"Q9R061","Nubp2","Nubp2"
"Q9R062","Gyg1","Gyg1 Gyg"
"Q9R078","Prkab1","Prkab1"
"Q9R088","Tk2","Tk2"
"Q9R092","Hsd17b6","Hsd17b6 Gm182 Hsd17b9 Rdh8"
"Q9R097","Spint1","Spint1 Hai1"
"Q9R0A0","Pex14","Pex14"
"Q9R0A1","Clcn2","Clcn2 Clc2"
"Q9R0A5","Nek3","Nek3"
"Q9R0B6","Lamc3","Lamc3"
"Q9R0B7","Znf346","Znf346 Jaz Zfp346"
"Q9R0C0","Bloc1s6","Bloc1s6 P2 Pa Pldn"
"Q9R0C8","Vav3","Vav3"
"Q9R0E1","Plod3","Plod3"
"Q9R0E2","Plod1","Plod1 Plod"
"Q9R0G6","Comp","Comp"
"Q9R0G7","Zeb2","Zeb2 Sip1 Zfhx1b Zfx1b"
"Q9R0G8","Nrk","Nrk Nesk"
"Q9R0H0","Acox1","Acox1 Acox Paox"
"Q9R0H5","Krt71","Krt71 K6irs1 Kb34 Krt2-6g Krt6g"
"Q9R0K7","Atp2b2","Atp2b2 Pmca2"
"Q9R0L1","Hsf4","Hsf4"
"Q9R0L6","Pcm1","Pcm1"
"Q9R0L7","Akap8l","Akap8l Nakap Nakap95"
"Q9R0L9","Cd164","Cd164"
"Q9R0M0","Celsr2","Celsr2"
"Q9R0M4","Podxl","Podxl Pclp1"
"Q9R0M5","Tpk1","Tpk1"
"Q9R0M6","Rab9a","Rab9a Rab9 Sid99"
"Q9R0M8","Slc35a2","Slc35a2 Ugt1"
"Q9R0N0","Galk1","Galk1 Galk Glk"
"Q9R0N3","Syt11","Syt11"
"Q9R0N4","Syt10","Syt10"
"Q9R0N5","Syt5","Syt5 Syt9"
"Q9R0N6","Syt8","Syt8"
"Q9R0N7","Syt7","Syt7"
"Q9R0N8","Syt6","Syt6"
"Q9R0N9","Syt9","Syt9 Syt5"
"Q9R0P5","Dstn","Dstn Dsn Sid23"
"Q9R0P9","Uchl1","Uchl1"
"Q9R0Q1","Sytl4","Sytl4 Slp4"
"Q9R0Q3","Tmed2","Tmed2 Rnp24 Sid394"
"Q9R0Q7","Ptges3","Ptges3 Sid3177 Tebp"
"Q9R0Q8","Clec4e","Clec4e Clecsf9 Mincle"
"Q9R0R1","Meltf","Meltf Mfi2 Mtf"
"Q9R0R4","Apln","Apln Apel"
"Q9R0S2","Mmp24","Mmp24 Mmp21 Mt5mmp"
"Q9R0S3","Mmp17","Mmp17 Mt4mmp"
"Q9R0T7","Try4","Try4 T8 Td"
"Q9R0T8","Ikbke","Ikbke Ikke Ikki"
"Q9R0U0","Srsf10","Srsf10 Fusip1 Nssr Sfrs13a Srsf13a"
"Q9R0W9","Chrna6","Chrna6 Nica6"
"Q9R0X0","Med20","Med20 Trfp"
"Q9R0X4","Acot9","Acot9 Acate2"
"Q9R0X5","Rpgr","Rpgr"
"Q9R0Y5","Ak1","Ak1"
"Q9R0Y8","Gabrg1","Gabrg1"
"Q9R0Z9","Dlc1","Dlc1 Arhgap7 Stard12"
"Q9R100","Cdh17","Cdh17"
"Q9R109","Oaz3","Oaz3"
"Q9R111","Gda","Gda"
"Q9R117","Tyk2","Tyk2"
"Q9R118","Htra1","Htra1 Htra Prss11"
"Q9R144","Prmt2","Prmt2 Hrmt1l1"
"Q9R155","Slc26a4","Slc26a4 Pds"
"Q9R157","Adam18","Adam18 Adam27 Dtgn3 Tmdc3"
"Q9R158","Adam26a","Adam26a Adam26"
"Q9R159","Adam25","Adam25"
"Q9R160","Adam24","Adam24"
"Q9R171","Cbln1","Cbln1"
"Q9R182","Angptl3","Angptl3"
"Q9R187","Edar","Edar Dl"
"Q9R190","Mta2","Mta2 Mta1l1"
"Q9R194","Cry2","Cry2 Kiaa0658"
"Q9R1A8","Cop1","Cop1 Rfwd2 RNF200"
"Q9R1B9","Slit2","Slit2"
"Q9R1C0","Taf7","Taf7 Taf2f"
"Q9R1C6","Dgke","Dgke"
"Q9R1C7","Prpf40a","Prpf40a Fbp11 Fnbp3"
"Q9R1C8","Htr6","Htr6"
"Q9R1E0","Foxo1","Foxo1 Fkhr Foxo1a"
"Q9R1E6","Enpp2","Enpp2 Npps2 Pdnp2"
"Q9R1I1","Chst4","Chst4 Gst3"
"Q9R1J0","Nsdhl","Nsdhl"
"Q9R1K5","Fzr1","Fzr1 Fyr Fzr"
"Q9R1K7","Tubd1","Tubd1"
"Q9R1K9","Cetn2","Cetn2 Calt"
"Q9R1L5","Mast1","Mast1 Kiaa0973 Sast"
"Q9R1M5","Nlrp5","Nlrp5 Mater Nalp5"
"Q9R1N9","Col13a1","Col13a1"
"Q9R1P0","Psma4","Psma4"
"Q9R1P1","Psmb3","Psmb3"
"Q9R1P4","Psma1","Psma1"
"Q9R1Q9","Atp6ap1","Atp6ap1 Atp6ip1 Atp6s1"
"Q9R1R0","Lhx6","Lhx6 Lhx6.1"
"Q9R1R2","Trim3","Trim3 Hac1 Rnf22"
"Q9R1S0","B9d1","B9d1 Eppb9"
"Q9R1S7","Abcc6","Abcc6 Mrp6"
"Q9R1T4","Septin6","Septin6 Kiaa0128 Sept6"
"Q9R1V4","Adam11","Adam11 Mdc"
"Q9R1V6","Adam22","Adam22"
"Q9R1V7","Adam23","Adam23 Mdc3"
"Q9R1W5","Calcrl","Calcrl Crlr"
"Q9R1X4","Timeless","Timeless Tim1 Timeless1"
"Q9R1X5","Abcc5","Abcc5 Abcc5a Mrp5"
"Q9R1Y5","Hic1","Hic1"
"Q9R1Z8","Sorbs3","Sorbs3 Scam1 Sh3d4"
"Q9R207","Nbn","Nbn Nbs1"
"Q9R210","Tfeb","Tfeb Tcfeb"
"Q9R216","Fzd9","Fzd9 Fzd3"
"Q9R224","Bex1","Bex1 Rex3"
"Q9R226","Khdrbs3","Khdrbs3 Salp Slm2"
"Q9R229","Bmp10","Bmp10"
"Q9R233","Tapbp","Tapbp Tapa"
"Q9R244","Trpc2","Trpc2 Trp2 Trrp2"
"Q9R269","Ppl","Ppl"
"Q9R2B6","St6galnac4","St6galnac4 Siat7d"
"Q9WTI7","Myo1c","Myo1c"
"Q9WTJ2","Ovol1","Ovol1"
"Q9WTJ5","Ramp1","Ramp1"
"Q9WTJ6","Tesmin","Tesmin Mtl5"
"Q9WTK0","Nupr1","Nupr1"
"Q9WTK2","Cdyl","Cdyl"
"Q9WTK5","Nfkb2","Nfkb2"
"Q9WTK7","Stk11","Stk11 Lkb1"
"Q9WTK8","Spo11","Spo11"
"Q9WTL4","Insrr","Insrr Irr"
"Q9WTL7","Lypla2","Lypla2"
"Q9WTL8","Bmal1","Bmal1 Arntl"
"Q9WTM5","Ruvbl2","Ruvbl2"
"Q9WTN0","Ggps1","Ggps1"
"Q9WTN3","Srebf1","Srebf1 Srebp1"
"Q9WTN6","Slc22a21","Slc22a21 Octn3 Slc22a9"
"Q9WTP3","Spdef","Spdef Pdef Pse"
"Q9WTP6","Ak2","Ak2"
"Q9WTP7","Ak3","Ak3 Ak3l Ak3l1 Akl3l"
"Q9WTP9","Vax2","Vax2 Vex"
"Q9WTQ5","Akap12","Akap12 Gag12 Ssecks"
"Q9WTR0","Mmp16","Mmp16"
"Q9WTR1","Trpv2","Trpv2 Grc"
"Q9WTR2","Map3k6","Map3k6 Ask2 Mapkkk6 Mekk6"
"Q9WTR5","Cdh13","Cdh13"
"Q9WTR6","Slc7a11","Slc7a11 sut"
"Q9WTS2","Fut8","Fut8"
"Q9WTS4","Tenm1","Tenm1 Odz1 Tnm1"
"Q9WTS5","Tenm2","Tenm2 Kiaa1127 Odz2 Tnm2"
"Q9WTS6","Tenm3","Tenm3 Kiaa1455 Odz3 Tnm3"
"Q9WTU0","Phf2","Phf2 Kiaa0662"
"Q9WTU3","Scn8a","Scn8a Nbna1"
"Q9WTU6","Mapk9","Mapk9 Jnk2 Prkm9"
"Q9WTV6","Usp18","Usp18 Ubp43"
"Q9WTV7","Rlim","Rlim Rnf12"
"Q9WTW2","Kcne3","Kcne3"
"Q9WTW5","Slc22a3","Slc22a3 Oct3"
"Q9WTX2","Prkra","Prkra Rax"
"Q9WTX4","Nrg4","Nrg4"
"Q9WTX5","Skp1","Skp1 Skp1a"
"Q9WTX6","Cul1","Cul1"
"Q9WTX8","Mad1l1","Mad1l1 Mad1"
"Q9WTY4","Aqp5","Aqp5"
"Q9WTZ1","Rnf7","Rnf7 Rbx2 Sag"
"Q9WTZ2","Mbtps1","Mbtps1 S1p Ski1"
"Q9WTZ9","Bex3","Bex3 Nade Ngfrap1"
"Q9WU00","Nrf1","Nrf1"
"Q9WU01","Khdrbs2","Khdrbs2 Slm1"
"Q9WU02","Avpr1b","Avpr1b V1br"
"Q9WU03","Spint2","Spint2 Hai2"
"Q9WU19","Hao1","Hao1"
"Q9WU20","Mthfr","Mthfr"
"Q9WU22","Ptpn4","Ptpn4"
"Q9WU38","Scnn1b","Scnn1b"
"Q9WU39","Scnn1g","Scnn1g"
"Q9WU40","Lemd3","Lemd3 Man1"
"Q9WU42","Ncor2","Ncor2 Smrt"
"Q9WU56","Pus1","Pus1 MNCb-0873"
"Q9WU60","Atrn","Atrn Mg Mgca"
"Q9WU62","Incenp","Incenp"
"Q9WU65","Gk2","Gk2 Gk-rs2 Gkrs2"
"Q9WU66","Sfrp5","Sfrp5"
"Q9WU72","Tnfsf13b","Tnfsf13b Baff"
"Q9WU78","Pdcd6ip","Pdcd6ip Aip1 Alix"
"Q9WU79","Prodh","Prodh Pro1"
"Q9WU84","Ccs","Ccs Ccsd"
"Q9WUA3","Pfkp","Pfkp Pfkc"
"Q9WUA5","Epm2a","Epm2a"
"Q9WUA6","Akt3","Akt3"
"Q9WUB0","Rbck1","Rbck1 Rbck Ubce7ip3 Uip28"
"Q9WUB3","Pygm","Pygm"
"Q9WUB6","Clcnkb","Clcnkb Clckb Clcnk1l"
"Q9WUB7","Clcnka","Clcnka Clcnk1"
"Q9WUC3","Ly6h","Ly6h"
"Q9WUD1","Stub1","Stub1 Chip"
"Q9WUD6","Wnt8b","Wnt8b"
"Q9WUE3","Cyb561d2","Cyb561d2 101f6"
"Q9WUE4","Nprl2","Nprl2"
"Q9WUF3","Casp8ap2","Casp8ap2 Flash"
"Q9WUH2","Lhx9","Lhx9"
"Q9WUH5","Trim10","Trim10 Herf1 Rnf9"
"Q9WUH7","Sema4g","Sema4g"
"Q9WUI0","Mixl1","Mixl1 Mix Mml"
"Q9WUI1","Mapk11","Mapk11 Prkm11"
"Q9WUK6","Zbtb18","Zbtb18 Rp58 Zfp238 Znf238"
"Q9WUK7","Opn3","Opn3 Ecpn"
"Q9WUL5","Pdcd1lg2","Pdcd1lg2 B7dc Btdc Cd273 Pdl2"
"Q9WUL6","Map3k14","Map3k14 Nik"
"Q9WUL7","Arl3","Arl3"
"Q9WUL8","Cited4","Cited4 Mrg2"
"Q9WUM3","Coro1b","Coro1b"
"Q9WUM4","Coro1c","Coro1c"
"Q9WUN2","Tbk1","Tbk1"
"Q9WUP0","Ramp2","Ramp2"
"Q9WUP1","Ramp3","Ramp3"
"Q9WUP4","Srd5a3","Srd5a3 Srd5a2l"
"Q9WUP7","Uchl5","Uchl5 Uch37"
"Q9WUQ2","Preb","Preb Sec12"
"Q9WUQ5","Cxcl14","Cxcl14 Bmac Kec Ks1 Mip2g Scyb14"
"Q9WUR2","Eci2","Eci2 Peci"
"Q9WUR9","Ak4","Ak4 Ak-4 Ak3b Ak3l1"
"Q9WUS4","Gja10","Gja10"
"Q9WUT3","Rps6ka2","Rps6ka2 Mapkapk1c Rsk3"
"Q9WUU7","Ctsz","Ctsz"
"Q9WUU8","Tnip1","Tnip1 Abin Naf1"
"Q9WUU9","Mcm3ap","Mcm3ap Ganp Map80"
"Q9WUV2","St6galnac3","St6galnac3 Siat7c"
"Q9WUX5","Irag1","Irag1 Irag Mrvi1"
"Q9WUZ6","Ccl17","Ccl17 Tarc"
"Q9WUZ9","Entpd5","Entpd5 Cd39l4"
"Q9WV02","Rbmx","Rbmx Hnrnpg Hnrpg Rbmxp1 Rbmxrt"
"Q9WV04","Kif9","Kif9"
"Q9WV06","Ankrd2","Ankrd2 Arpp"
"Q9WV07","Aloxe3","Aloxe3"
"Q9WV08","Aplnr","Aplnr Agtrl1 Apj"
"Q9WV18","Gabbr1","Gabbr1"
"Q9WV27","Atp1a4","Atp1a4 Atp1al2"
"Q9WV30","Nfat5","Nfat5"
"Q9WV31","Arc","Arc"
"Q9WV34","Mpp2","Mpp2 Dlgh2"
"Q9WV38","Slc2a5","Slc2a5 Glut5"
"Q9WV52","Plek2","Plek2"
"Q9WV54","Asah1","Asah1 Asah"
"Q9WV55","Vapa","Vapa Vap33"
"Q9WV56","Gdf2","Gdf2 Bmp9"
"Q9WV60","Gsk3b","Gsk3b"
"Q9WV66","Marchf7","Marchf7 Axot March7"
"Q9WV68","Decr2","Decr2 Pdcr"
"Q9WV69","Dmtn","Dmtn Epb4.9 Epb49"
"Q9WV70","Noc2l","Noc2l Nir"
"Q9WV71","Asb4","Asb4"
"Q9WV76","Ap4b1","Ap4b1"
"Q9WV80","Snx1","Snx1"
"Q9WV84","Nme4","Nme4"
"Q9WV85","Nme3","Nme3"
"Q9WV86","Katna1","Katna1"
"Q9WV89","Stxbp4","Stxbp4"
"Q9WV91","Ptgfrn","Ptgfrn Fprp"
"Q9WV92","Epb41l3","Epb41l3 Dal1 Epb4.1l3 Kiaa0987"
"Q9WV93","Hey1","Hey1 Herp2 Hesr1 Hrt1"
"Q9WVA3","Bub3","Bub3"
"Q9WVB0","Rbpms","Rbpms Hermes"
"Q9WVB3","Tle6","Tle6 Grg6"
"Q9WVB4","Slit3","Slit3"
"Q9WVC3","Cav2","Cav2"
"Q9WVC6","Sgk1","Sgk1 Sgk"
"Q9WVC8","Slc26a3","Slc26a3 Dra"
"Q9WVD4","Clcn5","Clcn5 Clc5"
"Q9WVE0","Aicda","Aicda Aid"
"Q9WVE8","Pacsin2","Pacsin2"
"Q9WVF6","Pla2g2d","Pla2g2d Pla2a2 Splash"
"Q9WVF7","Pole","Pole Pole1"
"Q9WVF8","Tusc2","Tusc2 Fus1 Lgcc Pdap2"
"Q9WVF9","Clec2i","Clec2i Clrg Dcl1 Ocilrp2"
"Q9WVG5","Lipg","Lipg"
"Q9WVG6","Carm1","Carm1 Prmt4"
"Q9WVG7","Osr1","Osr1 Odd1"
"Q9WVH3","Foxo4","Foxo4 Afx Afx1 Fkhr3 Mllt7"
"Q9WVH4","Foxo3","Foxo3 Fkhr2 Foxo3a"
"Q9WVH6","Angpt4","Angpt4 Agpt4 Ang3"
"Q9WVH9","Fbln5","Fbln5 Dance"
"Q9WVI9","Mapk8ip1","Mapk8ip1 Ib1 Jip1 Mapk8ip Prkm8ip"
"Q9WVJ0","Kcnh3","Kcnh3 Elk2"
"Q9WVJ3","Cpq","Cpq Hls2 Pgcp"
"Q9WVJ9","Efemp2","Efemp2 Fbln4 Mbp1"
"Q9WVK0","Agtrap","Agtrap Atrap"
"Q9WVK4","Ehd1","Ehd1 Past1"
"Q9WVK5","B4galt6","B4galt6"
"Q9WVK8","Cyp46a1","Cyp46a1 Cyp46"
"Q9WVL0","Gstz1","Gstz1 Maai"
"Q9WVL2","Stat2","Stat2"
"Q9WVL3","Slc12a7","Slc12a7 Kcc4"
"Q9WVL4","Grk1","Grk1 Rhok"
"Q9WVL5","Morc1","Morc1 Morc"
"Q9WVL6","Extl3","Extl3"
"Q9WVL7","Cxcl15","Cxcl15 Scyb15"
"Q9WVM1","Racgap1","Racgap1 Mgcracgap"
"Q9WVM3","Anapc7","Anapc7 Apc7"
"Q9WVM8","Aadat","Aadat Kat2"
"Q9WVP1","Ap1m2","Ap1m2"
"Q9WVP6","Papolb","Papolb Papt Tpap"
"Q9WVP9","Mx2","Mx2"
"Q9WVQ1","Magi2","Magi2 Acvrinp1 Aip1 Arip1"
"Q9WVQ5","Apip","Apip Mmrp19"
"Q9WVR4","Fxr2","Fxr2 Fxr2h"
"Q9WVS0","Icos","Icos Ailim"
"Q9WVS4","Mok","Mok Rage Stk30"
"Q9WVS6","Prkn","Prkn Park2"
"Q9WVS7","Map2k5","Map2k5 Mek5 Mkk5 Prkmk5"
"Q9WVS8","Mapk7","Mapk7 Bmk1 Erk5"
"Q9WVT6","Ca14","Ca14 Car14 Catm"
"Q9Z0D9","Cx3cr1","Cx3cr1"
"Q9Z0E0","Ncdn","Ncdn Kiaa0607 Sfap75"
"Q9Z0E1","M1ap","M1ap D6Mm5e Spata37"
"Q9Z0E2","Chrd","Chrd"
"Q9Z0E3","Aire","Aire"
"Q9Z0E6","Gbp2","Gbp2"
"Q9Z0E8","Slc22a5","Slc22a5 Octn2"
"Q9Z0F0","B3galt4","B3galt4"
"Q9Z0F1","Gnas","Gnas Gnas1"
"Q9Z0F3","Bcl2l10","Bcl2l10 Bcl-b Boo Diva"
"Q9Z0F4","Cib1","Cib1 Cib Kip Prkdcip"
"Q9Z0F5","Ch25h","Ch25h"
"Q9Z0F6","Rad9a","Rad9a Rad9"
"Q9Z0F7","Sncg","Sncg Persyn"
"Q9Z0F8","Adam17","Adam17 Tace"
"Q9Z0G0","Gipc1","Gipc1 Gipc Rgs19ip1 Semcap1"
"Q9Z0G2","Srpk3","Srpk3 Mssk1 Stk23"
"Q9Z0G9","Cldn3","Cldn3 Cpetr2"
"Q9Z0H0","Cdc7","Cdc7 Cdc7l1"
"Q9Z0H3","Smarcb1","Smarcb1 Baf47 Ini1 Snf5l1"
"Q9Z0H4","Celf2","Celf2 Cugbp2 Napor"
"Q9Z0H7","Bcl10","Bcl10 Ciper Clap"
"Q9Z0H8","Clip2","Clip2 Cyln2 Kiaa0291"
"Q9Z0I6","Slfn2","Slfn2"
"Q9Z0I7","Slfn1","Slfn1"
"Q9Z0J0","Npc2","Npc2"
"Q9Z0J1","Reck","Reck"
"Q9Z0J4","Nos1","Nos1"
"Q9Z0J7","Gdf15","Gdf15 Mic1 Sbf"
"Q9Z0K7","Slurp1","Slurp1 Ars"
"Q9Z0K8","Vnn1","Vnn1"
"Q9Z0L0","Tpbg","Tpbg 5t4"
"Q9Z0L2","Artn","Artn"
"Q9Z0L3","Oc90","Oc90 Onc-95 Pla2ll"
"Q9Z0L8","Ggh","Ggh"
"Q9Z0M1","Klk4","Klk4 EMSP1 KLK-L1 Prss17"
"Q9Z0M5","Lipa","Lipa Lip1"
"Q9Z0M6","Adgre5","Adgre5 Cd97"
"Q9Z0P4","Palm","Palm"
"Q9Z0P5","Twf2","Twf2 Ptk9l"
"Q9Z0P7","Sufu","Sufu"
"Q9Z0R0","Haspin","Haspin Gsg2"
"Q9Z0R4","Itsn1","Itsn1 Ese1 Itsn"
"Q9Z0R6","Itsn2","Itsn2 Ese2 Sh3d1B"
"Q9Z0R9","Fads2","Fads2 Fadsd2"
"Q9Z0S1","Bpnt1","Bpnt1"
"Q9Z0S2","Lhx2","Lhx2"
"Q9Z0S5","Cldn15","Cldn15"
"Q9Z0S6","Cldn10","Cldn10 Cldn10a"
"Q9Z0S9","Rabac1","Rabac1 Pra Pra1 Praf1"
"Q9Z0T9","Itgb6","Itgb6"
"Q9Z0U0","Xpr1","Xpr1 Syg1"
"Q9Z0U1","Tjp2","Tjp2 Zo2"
"Q9Z0U9","S1pr3","S1pr3 Edg3 Lpb3"
"Q9Z0V1","Kcnd3","Kcnd3"
"Q9Z0V2","Kcnd2","Kcnd2 Kiaa1044 MNCb-7013"
"Q9Z0W1","Ngfr","Ngfr Tnfrsf16"
"Q9Z0X0","Cdc42ep5","Cdc42ep5 Borg3 Cep5"
"Q9Z0X1","Aifm1","Aifm1 Aif Pdcd8"
"Q9Z0X4","Pde3a","Pde3a"
"Q9Z0Y2","Pla2g1b","Pla2g1b Pla2"
"Q9Z0Y9","Nr1h3","Nr1h3 Lxra"
"Q9Z0Z3","Skp2","Skp2"
"Q9Z0Z4","Heph","Heph Kiaa0698"
"Q9Z0Z7","Klf5","Klf5 Bteb2 Iklf"
"Q9Z101","Pard6a","Pard6a Par6a"
"Q9Z103","Adnp","Adnp"
"Q9Z104","Hmg20b","Hmg20b Braf35 Hmgx2 Smarce1r"
"Q9Z108","Stau1","Stau1 Stau"
"Q9Z110","Aldh18a1","Aldh18a1 P5cs Pycs"
"Q9Z111","Gadd45g","Gadd45g Cr6"
"Q9Z120","Mettl1","Mettl1"
"Q9Z121","Ccl8","Ccl8 Mcp2 Scya8"
"Q9Z123","Sema4f","Sema4f Semaw"
"Q9Z125","Creb3l1","Creb3l1 Oasis"
"Q9Z126","Pf4","Pf4 Cxcl4 Scyb4"
"Q9Z127","Slc7a5","Slc7a5 Lat1"
"Q9Z129","Recql","Recql Recql1"
"Q9Z130","Hnrnpdl","Hnrnpdl Hnrpdl Jktbp"
"Q9Z131","Sh3bp5","Sh3bp5 Sab"
"Q9Z132","Rspo1","Rspo1"
"Q9Z138","Ror2","Ror2"
"Q9Z139","Ror1","Ror1 Ntrkr1"
"Q9Z140","Cpne6","Cpne6"
"Q9Z148","Ehmt2","Ehmt2 Bat8 G9a Ng36"
"Q9Z172","Sumo3","Sumo3 Smt3a Smt3h1"
"Q9Z175","Loxl3","Loxl3 Lor2"
"Q9Z176","Ppp2r3d","Ppp2r3d Ppp2r3a Ppp2r6"
"Q9Z183","Padi4","Padi4 Pad4 Pdi4"
"Q9Z186","G6pc2","G6pc2 Igrp"
"Q9Z188","Dyrk1b","Dyrk1b"
"Q9Z191","Eya4","Eya4"
"Q9Z1B3","Plcb1","Plcb1 Plcb"
"Q9Z1B5","Mad2l1","Mad2l1 Mad2a"
"Q9Z1B7","Mapk13","Mapk13 Serk4"
"Q9Z1B8","Phf1","Phf1 Plc1 Tctex-3 Tctex3"
"Q9Z1D1","Eif3g","Eif3g Eif3p42 Eif3s4"
"Q9Z1E3","Nfkbia","Nfkbia Ikba"
"Q9Z1E4","Gys1","Gys1 Gys Gys3"
"Q9Z1F6","Cnmd","Cnmd Chmi Lect1"
"Q9Z1F9","Uba2","Uba2 Sae2 Uble1b"
"Q9Z1G3","Atp6v1c1","Atp6v1c1 Atp6c Atp6c1 Vatc"
"Q9Z1G4","Atp6v0a1","Atp6v0a1 Atp6n1"
"Q9Z1J1","Tcf7l1","Tcf7l1 Tcf3"
"Q9Z1J2","Nek4","Nek4 Stk2"
"Q9Z1J3","Nfs1","Nfs1 Nifs"
"Q9Z1K5","Arih1","Arih1 Ari Ubch7bp Uip77"
"Q9Z1K6","Arih2","Arih2 Ari2 Triad1 Uip48"
"Q9Z1K7","Apc2","Apc2"
"Q9Z1K8","Slc7a7","Slc7a7"
"Q9Z1L3","Dedd","Dedd"
"Q9Z1L4","Rs1","Rs1 Rs1h Xlrs1"
"Q9Z1L5","Cacna2d3","Cacna2d3"
"Q9Z1M0","P2rx7","P2rx7 P2x7"
"Q9Z1M4","Rps6kb2","Rps6kb2"
"Q9Z1M7","Large1","Large1 Kiaa0609 Large"
"Q9Z1M8","Ik","Ik Red Rer"
"Q9Z1N2","Orc1","Orc1 Orc1l"
"Q9Z1N5","Ddx39b","Ddx39b Bat1 Bat1a Uap56"
"Q9Z1N6","Sfrp4","Sfrp4"
"Q9Z1N7","Arid3b","Arid3b Bdp Dril2"
"Q9Z1N9","Unc13b","Unc13b Unc13a"
"Q9Z1P4","Lgr5","Lgr5 Fex Gpr49"
"Q9Z1P5","Cd320","Cd320"
"Q9Z1P8","Angptl4","Angptl4 Farp Fiaf Ng27"
"Q9Z1Q2","Abhd16a","Abhd16a Bat5 Ng26"
"Q9Z1Q3","Ly6g6d","Ly6g6d Ng25"
"Q9Z1Q5","Clic1","Clic1"
"Q9Z1R2","Bag6","Bag6 Bat3"
"Q9Z1R3","Apom","Apom Ng20"
"Q9Z1S0","Bub1b","Bub1b Mad3l"
"Q9Z1S3","Rasgrp1","Rasgrp1 Rasgrp"
"Q9Z1S5","Septin3","Septin3 Sep3 Sept3"
"Q9Z1S8","Gab2","Gab2"
"Q9Z1T1","Ap3b1","Ap3b1"
"Q9Z1T2","Thbs4","Thbs4 Tsp4"
"Q9Z1T5","Deaf1","Deaf1"
"Q9Z1T6","Pikfyve","Pikfyve Fab1 Kiaa0981 Pip5k3"
"Q9Z1W4","Gdf11","Gdf11 Bmp11"
"Q9Z1W5","Serp1","Serp1 D3Ucla1 Ramp4"
"Q9Z1W8","Atp12a","Atp12a Atp1al1"
"Q9Z1W9","Stk39","Stk39 Spak"
"Q9Z1X0","Ccl27","Ccl27 Ilc Scya27"
"Q9Z1X2","Ptdss2","Ptdss2 Pss2"
"Q9Z1X4","Ilf3","Ilf3"
"Q9Z1Y4","Trip6","Trip6 Zrp1"
"Q9Z1Y9","Dio2","Dio2"
"Q9Z1Z0","Uso1","Uso1 Vdp"
"Q9Z1Z2","Strap","Strap Unrip"
"Q9Z204","Hnrnpc","Hnrnpc Hnrpc"
"Q9Z205","Rfxank","Rfxank Rfxb Tvl1"
"Q9Z206","Net1","Net1 Arhgef8"
"Q9Z207","Diaph3","Diaph3 Diap3"
"Q9Z218","Dpp6","Dpp6 Dpp-6"
"Q9Z222","B3GNT2","B3GNT2 B3gnt1 Beta3gnt"
"Q9Z238","Ccne2","Ccne2"
"Q9Z239","Fxyd1","Fxyd1 Plm"
"Q9Z247","Fkbp9","Fkbp9 Fkbp60 Fkbp63"
"Q9Z248","Aebp2","Aebp2"
"Q9Z255","Ube2a","Ube2a Rad6a"
"Q9Z260","Cldn8","Cldn8"
"Q9Z261","Cldn7","Cldn7"
"Q9Z262","Cldn6","Cldn6"
"Q9Z265","Chek2","Chek2 Chk2 Rad53"
"Q9Z266","Snapin","Snapin Bloc1s7 Snap25bp Snapap"
"Q9Z273","Tulp1","Tulp1"
"Q9Z277","Baz1b","Baz1b Wbscr9 Wstf"
"Q9Z280","Pld1","Pld1"
"Q9Z2A0","Pdpk1","Pdpk1 Pdk1"
"Q9Z2A5","Ate1","Ate1"
"Q9Z2A7","Dgat1","Dgat1 Dgat"
"Q9Z2A9","Ggt5","Ggt5 Ggtla1"
"Q9Z2B1","Il18rap","Il18rap"
"Q9Z2B2","Slc25a14","Slc25a14 Bmcp1 Ucp5"
"Q9Z2B5","Eif2ak3","Eif2ak3 Pek Perk"
"Q9Z2B9","Rps6ka4","Rps6ka4 Msk2"
"Q9Z2C4","Mtmr1","Mtmr1"
"Q9Z2C5","Mtm1","Mtm1"
"Q9Z2C8","Ybx2","Ybx2 Msy2"
"Q9Z2C9","Mtmr7","Mtmr7"
"Q9Z2D0","Mtmr9","Mtmr9 Mtmr3"
"Q9Z2D1","Mtmr2","Mtmr2"
"Q9Z2D3","Gsdme","Gsdme Dfna5 Dfna5h"
"Q9Z2D6","Mecp2","Mecp2"
"Q9Z2D7","Mbd4","Mbd4"
"Q9Z2D8","Mbd3","Mbd3"
"Q9Z2E1","Mbd2","Mbd2"
"Q9Z2E2","Mbd1","Mbd1"
"Q9Z2E3","Ern2","Ern2 Ire2"
"Q9Z2E5","Atoh7","Atoh7 Ath5"
"Q9Z2E9","Bscl2","Bscl2 Gng3lg MNCb-2630"
"Q9Z2F2","Oasl2","Oasl2"
"Q9Z2F6","Bcl3","Bcl3"
